# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Batchcode Search Term
# 20230211-20230411
# ----------------------------------------

Land,United States,Germany,Canada,Italy,United Kingdom,Japan,Brazil,Australia,Poland,Austria,Hungary,Netherlands,Romania,France,Switzerland,Spain,Sweden,Philippines,New Zealand,Mexico,Gesamt
Batchcode Search Term,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl
3203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320308DNN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32030BA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32030D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32030DD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3203UBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32131BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322679p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322689p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323179P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328875P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33020BD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33025B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33025BO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3302658D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330265BD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33026B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3302EAF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33030BD ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33036BO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3303BD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33130134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3313084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33130EA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33136BD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3313C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3313U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331931B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33233FB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33233TB ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33O36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33O36BO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3430080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
343008D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34641971486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
349390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34F21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35065BD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3559TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355PF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35676278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3592HE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361328A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37130BA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3732340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3803080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380308D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381308A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38186F4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3KECNMU6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3PPNYIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3Z0308D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.9e+218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4009A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
402114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41200Z002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41202001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41202004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4120Z001B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4120Z002 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4120Z004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4120Z005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4120Z019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4120Z029 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4120ZO01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412OZ001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41A21AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42J2119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4301M,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4301MF0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4301MF004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4301MF01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4301MF010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4301MF015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430ZA7F032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430ZA7FC23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43E9Q6#6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44898017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
458218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45A21A ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48B21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49209019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
492983017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4A9EBD6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4A9EBD6A044E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4K8D6V5ZXQEGGR6J,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4LA2LA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.2e+22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5.3e+217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5003267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5019494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50194949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5019695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50814000019H5AWZACTZERK2DF3DXXG#0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50CH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5202109139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53476544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5413868119817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
541781A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5417B1A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
542472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582819MB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58921227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5967-1000-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59676058015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5AWZACTZERK2DF3DXXG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5DHP9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5K0586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5OCH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6.1e+22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61335578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
621721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
62676117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
626761A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
632294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
695FAO7CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
695FAO7CC - 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6J2524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6J3275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
700632001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
701208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703-741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7070994141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
710,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
714VC00F6W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7195105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7218 BOOSTER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7581076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
77701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
78257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78I,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78L O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7G4686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.1901935982977335e+19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
800028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80777-0282-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
808o,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8186F4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
844409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
875740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8871-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88D218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88pl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8PI8P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8i0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
902004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9020040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
91300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
928B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
939894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
93990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
944D21A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
951M2071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
952021400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9755968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
980024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9902320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
: 045D21A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
: FE9174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
:ER9480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
:FE6975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
A1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
A1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
A1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
A20CA189A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
A21a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A27B21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A3A906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A3Q906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A57143C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A57145B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A65008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A71006871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A94F21A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AB V 4048 AI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
